% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4089 +1.986231847e+05 +1.986231847e+05 +1.980020747e+05 +1.980020747e+05 -1.2639e+00 +4.0167e+00 -5.1350e-01 -3.0098e+00 +7.7368e-01 -1.7273e+00 +1.1891e+00 -8.2320e-01 +1.9395e+00 -5.5073e-01
4226 +1.384285362e+05 +1.384285362e+05 +1.378074262e+05 +1.378074262e+05 -1.2585e+00 +4.0161e+00 -6.0417e-01 -2.9998e+00 +8.7367e-01 -1.7400e+00 +1.1977e+00 -8.2370e-01 +1.7900e+00 -5.5187e-01
4448 +9.057992996e+04 +9.057992996e+04 +8.995881996e+04 +8.995881996e+04 -1.2235e+00 +4.0356e+00 -5.2266e-01 -3.1092e+00 +8.8030e-01 -1.6238e+00 +1.1800e+00 -8.2347e-01 +1.7938e+00 -5.0986e-01
4556 +5.395671214e+04 +5.395671214e+04 +5.333560214e+04 +5.333560214e+04 -1.2663e+00 +4.0425e+00 -5.9274e-01 -3.1544e+00 +8.6833e-01 -1.6178e+00 +1.1793e+00 -7.8499e-01 +1.7648e+00 -5.5644e-01
4819 +3.563792567e+04 +3.563792567e+04 +3.501681567e+04 +3.501681567e+04 -1.2905e+00 +4.0496e+00 -6.3978e-01 -3.1987e+00 +8.1419e-01 -1.5764e+00 +1.1108e+00 -7.7587e-01 +1.7417e+00 -5.7725e-01
4927 +2.397871362e+04 +2.397871362e+04 +2.335760362e+04 +2.335760362e+04 -1.2776e+00 +4.0320e+00 -5.9633e-01 -3.2277e+00 +8.5230e-01 -1.6246e+00 +1.1015e+00 -7.7099e-01 +1.7575e+00 -5.3805e-01
5395 +1.401167232e+04 +1.401167232e+04 +1.339056232e+04 +1.339056232e+04 -1.2622e+00 +4.0255e+00 -6.0985e-01 -3.2616e+00 +8.5797e-01 -1.6121e+00 +1.0989e+00 -7.8536e-01 +1.7373e+00 -5.1014e-01
5921 +9.892313437e+03 +9.892313437e+03 +9.271203437e+03 +9.271203437e+03 -1.2638e+00 +4.0540e+00 -6.0630e-01 -3.2950e+00 +8.0523e-01 -1.6458e+00 +1.0978e+00 -7.7614e-01 +1.7225e+00 -4.8531e-01
6000 +6.158867409e+03 +6.158867409e+03 +5.537757409e+03 +5.537757409e+03 -1.2681e+00 +4.0540e+00 -6.4512e-01 -3.3185e+00 +8.2230e-01 -1.6448e+00 +1.0997e+00 -8.2420e-01 +1.7426e+00 -4.8512e-01
6892 +3.623771165e+03 +3.623771165e+03 +3.002661165e+03 +3.002661165e+03 -1.2133e+00 +4.0378e+00 -6.4233e-01 -3.3429e+00 +8.4864e-01 -1.6552e+00 +1.1231e+00 -8.1599e-01 +1.6992e+00 -4.8296e-01
7255 +2.235302244e+03 +2.235302244e+03 +1.614192244e+03 +1.614192244e+03 -1.2506e+00 +4.0392e+00 -6.5564e-01 -3.3427e+00 +8.2827e-01 -1.6465e+00 +1.0994e+00 -8.1096e-01 +1.7209e+00 -4.8296e-01
8980 +1.423937386e+03 +1.423937386e+03 +8.028273855e+02 +8.028273855e+02 -1.2591e+00 +4.0240e+00 -6.5716e-01 -3.3444e+00 +8.4321e-01 -1.6446e+00 +1.0994e+00 -8.0475e-01 +1.7198e+00 -4.8071e-01
9156 +9.683727313e+02 +9.683727313e+02 +3.472627313e+02 +3.472627313e+02 -1.2444e+00 +4.0202e+00 -6.6465e-01 -3.3469e+00 +8.4424e-01 -1.6462e+00 +1.1056e+00 -8.0461e-01 +1.7191e+00 -4.9000e-01
9717 +5.838237371e+02 +5.838237371e+02 -3.728626294e+01 -3.728626294e+01 -1.2390e+00 +4.0184e+00 -6.6492e-01 -3.3436e+00 +8.4361e-01 -1.6541e+00 +1.0969e+00 -8.0118e-01 +1.7190e+00 -4.7905e-01
