[170, 162, 167, 171, 165, 168] , 1.8292985709462313E-7
[754, 45, 56, 57, 46, 45] , 1.2291800702492056E-8
[756, 44, 56, 57, 46, 44] , 9.122171398782785E-7
[756, 44, 56, 57, 46, 44] , 1.2291800704074632E-8
[759, 44, 56, 56, 45, 43] , 2.797797177552583E-17
[759, 44, 56, 56, 45, 43] , 5.516505659113903E-13
[759, 44, 56, 56, 45, 43] , 2.2716946370238727E-18
[760, 44, 56, 56, 45, 42] , 2.309348055672237E-9
[762, 44, 56, 55, 44, 42] , 6.648587843977524E-6
[763, 43, 56, 55, 44, 42] , 1.8665880110066045E-16
[764, 43, 55, 55, 44, 42] , 5.367459083043808E-11
[766, 43, 54, 55, 43, 42] , 1.7665681589472052E-16
[767, 43, 54, 54, 43, 42] , 4.684335706792335E-5
[769, 42, 54, 53, 43, 42] , 1.186996845875657E-13
[770, 42, 53, 53, 43, 42] , 1.2189924154314134E-16
[772, 42, 52, 53, 42, 42] , 1.257386025900505E-10
[773, 41, 52, 53, 42, 42] , 2.283251296490848E-10
[773, 41, 52, 53, 42, 42] , 9.173398346309183E-11
[774, 40, 52, 53, 42, 42] , 6.152312119186682E-13
[774, 40, 52, 53, 42, 42] , 9.122171398759483E-7
[776, 39, 52, 52, 42, 42] , 1.2291800701951213E-8
[780, 38, 49, 52, 42, 42] , 6.209399623175069E-13
[780, 38, 49, 52, 42, 42] , 5.777537974496231E-11
[780, 38, 49, 52, 42, 42] , 7.348342051453978E-13
[781, 38, 49, 51, 42, 42] , 6.520692594995657E-18
[781, 38, 49, 51, 42, 42] , 1.9872866602166905E-11
[783, 38, 48, 51, 41, 42] , 2.2832512965495608E-10
[783, 38, 48, 51, 41, 42] , 3.052685013252324E-16
[783, 38, 48, 51, 41, 42] , 3.6044869363530385E-15
[783, 38, 48, 51, 41, 42] , 4.530552888003007E-18
[786, 38, 47, 51, 41, 40] , 2.1085420309862417E-11
[786, 38, 47, 51, 41, 40] , 1.2890031688408121E-8
[787, 38, 47, 50, 41, 40] , 1.471723531258695E-16
[787, 38, 47, 50, 41, 40] , 3.985785054447224E-14
[788, 37, 47, 50, 41, 40] , 2.0264174856542373E-11
[788, 37, 47, 50, 41, 40] , 3.889425757269379E-10
[788, 37, 47, 50, 41, 40] , 5.777537974909685E-11
[788, 37, 47, 50, 41, 40] , 1.0038509195347227E-13
[788, 37, 47, 50, 41, 40] , 5.7775379754625106E-11
[788, 37, 47, 50, 41, 40] , 1.257386025898316E-10
[788, 37, 47, 50, 41, 40] , 4.554541082509152E-14
[789, 37, 47, 50, 41, 39] , 5.645042970343258E-9
[792, 36, 47, 50, 41, 37] , 2.834740682757189E-10
[792, 36, 47, 50, 41, 37] , 1.0874751486501592E-11
[792, 36, 47, 50, 41, 37] , 7.018773664338696E-10
[792, 36, 47, 50, 41, 37] , 3.889425757610131E-10
[794, 35, 47, 50, 40, 37] , 5.645042970139156E-9
[795, 35, 47, 49, 40, 37] , 5.815643568980882E-19
[795, 35, 47, 49, 40, 37] , 2.0088034405631074E-15
[797, 35, 46, 49, 40, 36] , 1.1766797311275925E-10
[797, 35, 46, 49, 40, 36] , 4.0823826047957525E-13
[797, 35, 46, 49, 40, 36] , 7.018773664439885E-10
[797, 35, 46, 49, 40, 36] , 4.393781921009387E-9
[797, 35, 46, 49, 40, 36] , 3.146785918227367E-17
[797, 35, 46, 49, 40, 36] , 7.018773664911618E-10
[797, 35, 46, 49, 40, 36] , 6.67977492292501E-16
[798, 35, 45, 49, 40, 36] , 1.803959119628379E-7
[798, 35, 45, 49, 40, 36] , 1.9872866602055426E-11
[798, 35, 45, 49, 40, 36] , 6.209399622957048E-13
[798, 35, 45, 49, 40, 36] , 2.0147824252728046E-8
[798, 35, 45, 49, 40, 36] , 4.3493928112592994E-15
[799, 34, 45, 49, 40, 36] , 3.8482886191667694E-16
[800, 34, 44, 49, 40, 36] , 1.1766797311120914E-10
[802, 33, 43, 49, 40, 36] , 3.257271806377883E-6
[804, 33, 42, 49, 39, 36] , 3.003698154724647E-21
[804, 33, 42, 49, 39, 36] , 7.018773664646752E-10
[804, 33, 42, 49, 39, 36] , 4.6843357095197676E-5
[804, 33, 42, 49, 39, 36] , 9.173398343156152E-11
[804, 33, 42, 49, 39, 36] , 6.648587844046413E-6
[805, 33, 42, 49, 39, 35] , 5.424322714868921E-11
[805, 33, 42, 49, 39, 35] , 8.713060207569835E-10
[805, 33, 42, 49, 39, 35] , 2.138721965710652E-13
[805, 33, 42, 49, 39, 35] , 6.648587844059404E-6
[806, 33, 42, 48, 39, 35] , 4.283016925927874E-12
[806, 33, 42, 48, 39, 35] , 1.2291800702084756E-8
[806, 33, 42, 48, 39, 35] , 1.6767956056204005E-16
[806, 33, 42, 48, 39, 35] , 6.152312119410676E-13
[807, 33, 42, 47, 39, 35] , 1.405612674800895E-19
[807, 33, 42, 47, 39, 35] , 1.741038394942708E-11
[808, 33, 41, 47, 39, 35] , 2.65220041174775E-13
[808, 33, 41, 47, 39, 35] , 1.1503859719721183E-12
[808, 33, 41, 47, 39, 35] , 6.716514189040034E-9
[808, 33, 41, 47, 39, 35] , 1.9462240795419072E-15
[808, 33, 41, 47, 39, 35] , 6.589810483210962E-16
[810, 33, 40, 47, 39, 34] , 7.018773664702433E-10
[810, 33, 40, 47, 39, 34] , 1.8665880110122808E-16
[810, 33, 40, 47, 39, 34] , 6.82530877351026E-8
[810, 33, 40, 47, 39, 34] , 2.0147824252836416E-8
[812, 33, 39, 46, 39, 34] , 2.2052912334015189E-7
[814, 33, 39, 45, 38, 34] , 3.0526850131925874E-16
[815, 33, 38, 45, 38, 34] , 1.803959119715951E-7
[816, 33, 37, 45, 38, 34] , 8.713060207383423E-10
[816, 33, 37, 45, 38, 34] , 9.122171398684263E-7
[817, 33, 37, 44, 38, 34] , 5.64504297022443E-9
[818, 32, 37, 44, 38, 34] , 6.209399623349919E-13
[818, 32, 37, 44, 38, 34] , 5.72490396811499E-11
[818, 32, 37, 44, 38, 34] , 4.562846646337737E-12
[818, 32, 37, 44, 38, 34] , 5.333469771953232E-16
[818, 32, 37, 44, 38, 34] , 5.724903967980732E-11
[819, 32, 37, 44, 38, 33] , 2.134994174908928E-11
[819, 32, 37, 44, 38, 33] , 2.2052912333803653E-7
[819, 32, 37, 44, 38, 33] , 1.7186979404995277E-12
[819, 32, 37, 44, 38, 33] , 5.117996009766059E-14
[820, 31, 37, 44, 38, 33] , 1.8195648069471056E-13
[821, 30, 37, 44, 38, 33] , 7.018773664688296E-10
[822, 30, 37, 44, 37, 33] , 2.555216653216283E-16
[823, 29, 37, 44, 37, 33] , 2.8347406827905036E-10
[825, 29, 36, 44, 36, 33] , 1.7410383948419166E-11
[825, 29, 36, 44, 36, 33] , 1.2291800702041347E-8
[825, 29, 36, 44, 36, 33] , 6.1225025690119E-11
[825, 29, 36, 44, 36, 33] , 1.6650147103167025E-16
[826, 29, 36, 43, 36, 33] , 3.8894257576082656E-10
[826, 29, 36, 43, 36, 33] , 5.367459082897434E-11
[826, 29, 36, 43, 36, 33] , 2.2832512964987003E-10
[827, 29, 36, 43, 36, 32] , 7.348342051611191E-13
[830, 29, 35, 42, 36, 31] , 2.7353747310947197E-13
[830, 29, 35, 42, 36, 31] , 1.803959119731057E-7
[830, 29, 35, 42, 36, 31] , 5.367459082877106E-11
[830, 29, 35, 42, 36, 31] , 2.668013728616894E-20
[830, 29, 35, 42, 36, 31] , 1.257386025910623E-10
[830, 29, 35, 42, 36, 31] , 2.2052912333764162E-7
[830, 29, 35, 42, 36, 31] , 2.134994174909762E-11
[831, 29, 35, 42, 35, 31] , 1.0492398154363572E-10
[831, 29, 35, 42, 35, 31] , 6.589810481285443E-16
[832, 29, 35, 42, 34, 31] , 1.829298570957032E-7
[834, 29, 35, 42, 33, 30] , 3.315466929959981E-14
[834, 29, 35, 42, 33, 30] , 1.9872866602156032E-11
[834, 29, 35, 42, 33, 30] , 3.601083473092769E-16
[834, 29, 35, 42, 33, 30] , 5.367459082927411E-11
[836, 29, 34, 41, 33, 30] , 9.122171398666243E-7
[836, 29, 34, 41, 33, 30] , 2.7694840808243935E-13
[837, 28, 34, 41, 33, 30] , 6.122502567933658E-11
[837, 28, 34, 41, 33, 30] , 5.7775379755096586E-11
[837, 28, 34, 41, 33, 30] , 3.985785054565548E-14
[837, 28, 34, 41, 33, 30] , 2.2052912333688168E-7
[837, 28, 34, 41, 33, 30] , 2.3777159243631355E-14
[837, 28, 34, 41, 33, 30] , 8.768406792111264E-11
[837, 28, 34, 41, 33, 30] , 2.3093480556564102E-9
[838, 28, 34, 41, 32, 30] , 2.524395896132757E-14
[838, 28, 34, 41, 32, 30] , 1.8039591197271667E-7
[838, 28, 34, 41, 32, 30] , 2.108542030891802E-11
[838, 28, 34, 41, 32, 30] , 6.648587844095508E-6
[838, 28, 34, 41, 32, 30] , 6.648587844096453E-6
[838, 28, 34, 41, 32, 30] , 2.0336662420813596E-14
[838, 28, 34, 41, 32, 30] , 2.2052912333902681E-7
[838, 28, 34, 41, 32, 30] , 4.28301692568951E-12
[838, 28, 34, 41, 32, 30] , 1.1766797311001397E-10
[838, 28, 34, 41, 32, 30] , 5.7775379754938743E-11
[838, 28, 34, 41, 32, 30] , 2.108542030912747E-11
[840, 27, 34, 40, 32, 30] , 1.6767956056289431E-16
[840, 27, 34, 40, 32, 30] , 5.3674590828698225E-11
[840, 27, 34, 40, 32, 30] , 1.8039591197301596E-7
[840, 27, 34, 40, 32, 30] , 4.684335711595421E-5
[840, 27, 34, 40, 32, 30] , 4.684335711483694E-5
[840, 27, 34, 40, 32, 30] , 1.0492398154606951E-10
[842, 26, 34, 39, 32, 30] , 3.451928211572709E-8
[842, 26, 34, 39, 32, 30] , 2.2052912333005835E-7
[843, 26, 34, 39, 32, 29] , 6.648587844122565E-6
[844, 26, 34, 39, 31, 29] , 1.1766797311211922E-10
[846, 26, 33, 38, 31, 29] , 9.122171398660443E-7
[846, 26, 33, 38, 31, 29] , 4.283016926038573E-12
[846, 26, 33, 38, 31, 29] , 5.3674590827683746E-11
[847, 26, 33, 38, 31, 28] , 2.205291233299479E-7
[847, 26, 33, 38, 31, 28] , 3.2572718063883097E-6
[847, 26, 33, 38, 31, 28] , 1.8039591197503542E-7
[849, 25, 32, 38, 31, 28] , 8.302916854475074E-14
[849, 25, 32, 38, 31, 28] , 3.612545288642368E-17
[849, 25, 32, 38, 31, 28] , 1.5399016581029444E-13
[849, 25, 32, 38, 31, 28] , 9.142106783248113E-9
[849, 25, 32, 38, 31, 28] , 1.2291800704147035E-8
[849, 25, 32, 38, 31, 28] , 5.674382473841672E-13
[849, 25, 32, 38, 31, 28] , 9.122171398647674E-7
[849, 25, 32, 38, 31, 28] , 2.011184887802464E-14
[849, 25, 32, 38, 31, 28] , 5.645042970174072E-9
[849, 25, 32, 38, 31, 28] , 2.014782425333948E-8
[849, 25, 32, 38, 31, 28] , 4.562846646451227E-12
[849, 25, 32, 38, 31, 28] , 1.2291800701721819E-8
[849, 25, 32, 38, 31, 28] , 1.1475051903705737E-11
[849, 25, 32, 38, 31, 28] , 8.713060207484647E-10
[849, 25, 32, 38, 31, 28] , 6.825308282521809E-8
[849, 25, 32, 38, 31, 28] , 6.152312119701271E-13
[849, 25, 32, 38, 31, 28] , 2.134994174901032E-11
[849, 25, 32, 38, 31, 28] , 1.2291800704019085E-8
[849, 25, 32, 38, 31, 28] , 1.80395911976405E-7
[850, 24, 32, 38, 31, 28] , 2.205291233330113E-7
[850, 24, 32, 38, 31, 28] , 6.825308282549186E-8
[850, 24, 32, 38, 31, 28] , 2.269578894530605E-16
[850, 24, 32, 38, 31, 28] , 4.393781920548178E-9
[850, 24, 32, 38, 31, 28] , 1.2291800703695495E-8
[850, 24, 32, 38, 31, 28] , 1.176679731133286E-10
[850, 24, 32, 38, 31, 28] , 2.309348055030501E-9
[850, 24, 32, 38, 31, 28] , 1.2007931385143627E-15
[850, 24, 32, 38, 31, 28] , 9.173398347854492E-11
[850, 24, 32, 38, 31, 28] , 5.7249039679085896E-11
[850, 24, 32, 38, 31, 28] , 6.716514189668746E-9
[850, 24, 32, 38, 31, 28] , 1.5399016581393148E-13
[850, 24, 32, 38, 31, 28] , 1.9872866601864583E-11
[850, 24, 32, 38, 31, 28] , 5.168540440674357E-13
[850, 24, 32, 38, 31, 28] , 2.0147824253170263E-8
[850, 24, 32, 38, 31, 28] , 8.713060207581133E-10
[850, 24, 32, 38, 31, 28] , 5.645042970108712E-9
[850, 24, 32, 38, 31, 28] , 2.3720385845668346E-12
[850, 24, 32, 38, 31, 28] , 3.05033859699436E-15
[850, 24, 32, 38, 31, 28] , 1.9872866600349453E-11
[851, 23, 32, 38, 31, 28] , 1.2890031688702306E-8
[854, 23, 31, 37, 31, 27] , 1.9872866600410455E-11
[854, 23, 31, 37, 31, 27] , 1.9255802407020376E-14
[854, 23, 31, 37, 31, 27] , 1.2291800700063873E-8
[854, 23, 31, 37, 31, 27] , 4.6843357115257564E-5
[854, 23, 31, 37, 31, 27] , 1.8039591197838088E-7
[854, 23, 31, 37, 31, 27] , 8.549139779112599E-14
[854, 23, 31, 37, 31, 27] , 2.236832157990541E-15
[854, 23, 31, 37, 31, 27] , 6.122502567978922E-11
[855, 23, 31, 37, 30, 27] , 6.56074888756708E-9
[855, 23, 31, 37, 30, 27] , 5.777537975419939E-11
[856, 23, 31, 37, 29, 27] , 5.777537975493032E-11
[856, 23, 31, 37, 29, 27] , 7.348342051138454E-13
[856, 23, 31, 37, 29, 27] , 2.0264174854082958E-11
[857, 23, 31, 37, 28, 27] , 1.44479722832304E-17
[857, 23, 31, 37, 28, 27] , 3.8168584428744576E-14
[857, 23, 31, 37, 28, 27] , 4.61676364058795E-12
[857, 23, 31, 37, 28, 27] , 2.10854203091432E-11
[857, 23, 31, 37, 28, 27] , 1.8039591197513926E-7
[857, 23, 31, 37, 28, 27] , 1.229180070468967E-8
[857, 23, 31, 37, 28, 27] , 8.71306020739107E-10
[857, 23, 31, 37, 28, 27] , 2.3120659426128625E-11
[857, 23, 31, 37, 28, 27] , 1.2291800701908724E-8
[858, 23, 31, 37, 27, 27] , 1.9872866599744742E-11
[858, 23, 31, 37, 27, 27] , 7.984319786467375E-13
[858, 23, 31, 37, 27, 27] , 8.859352632618226E-10
[858, 23, 31, 37, 27, 27] , 8.713060207427318E-10
[859, 22, 31, 37, 27, 27] , 1.2890031688665899E-8
[859, 22, 31, 37, 27, 27] , 5.3674590829169614E-11
[859, 22, 31, 37, 27, 27] , 2.5552166532660666E-16
[859, 22, 31, 37, 27, 27] , 6.825308282489365E-8
[861, 22, 31, 37, 25, 27] , 1.0492398154815363E-10
[861, 22, 31, 37, 25, 27] , 1.043127827589738E-16
[862, 22, 31, 37, 24, 27] , 7.018773664959645E-10
[863, 22, 30, 37, 24, 27] , 7.018773664974806E-10
[863, 22, 30, 37, 24, 27] , 2.2937272689917707E-15
[863, 22, 30, 37, 24, 27] , 4.56284664565722E-12
[863, 22, 30, 37, 24, 27] , 5.367459082873407E-11
[863, 22, 30, 37, 24, 27] , 9.122171398636493E-7
[863, 22, 30, 37, 24, 27] , 5.937525144390831E-14
[863, 22, 30, 37, 24, 27] , 1.0492398155594777E-10
[863, 22, 30, 37, 24, 27] , 6.209399623395384E-13
[863, 22, 30, 37, 24, 27] , 2.2832512964505654E-10
[863, 22, 30, 37, 24, 27] , 8.713060207385467E-10
[863, 22, 30, 37, 24, 27] , 9.122171398521929E-7
[863, 22, 30, 37, 24, 27] , 6.122502567959759E-11
[863, 22, 30, 37, 24, 27] , 9.173398347876163E-11
[863, 22, 30, 37, 24, 27] , 1.231504678965909E-6
[865, 22, 30, 35, 24, 27] , 2.014782425110892E-8
[865, 22, 30, 35, 24, 27] , 6.0304399974567766E-15
[866, 22, 29, 35, 24, 27] , 5.674382474189806E-13
[866, 22, 29, 35, 24, 27] , 5.645042970360164E-9
[866, 22, 29, 35, 24, 27] , 6.716514189715874E-9
[866, 22, 29, 35, 24, 27] , 3.35789142073642E-12
[867, 22, 29, 35, 23, 27] , 1.0874751486760986E-11
[867, 22, 29, 35, 23, 27] , 6.209399623434431E-13
[867, 22, 29, 35, 23, 27] , 1.2291800705071252E-8
[867, 22, 29, 35, 23, 27] , 4.393781920371741E-9
[867, 22, 29, 35, 23, 27] , 8.859352632669562E-10
[867, 22, 29, 35, 23, 27] , 2.4771863988866183E-8
[867, 22, 29, 35, 23, 27] , 1.1475051903611726E-11
[867, 22, 29, 35, 23, 27] , 2.3633852011608836E-13
[867, 22, 29, 35, 23, 27] , 8.768406791569566E-11
[867, 22, 29, 35, 23, 27] , 1.0874751486474006E-11
[867, 22, 29, 35, 23, 27] , 3.5798948103245657E-13
[867, 22, 29, 35, 23, 27] , 1.7052388599609708E-15
[867, 22, 29, 35, 23, 27] , 1.2291800701286307E-8
[867, 22, 29, 35, 23, 27] , 1.2094762953708662E-16
[870, 21, 29, 33, 23, 27] , 1.1869968453997029E-13
[870, 21, 29, 33, 23, 27] , 4.684335711481722E-5
[870, 21, 29, 33, 23, 27] , 4.684335711512251E-5
[870, 21, 29, 33, 23, 27] , 4.684335710119E-5
[872, 20, 29, 33, 23, 26] , 9.173398347625316E-11
[872, 20, 29, 33, 23, 26] , 6.560748887403501E-9
[872, 20, 29, 33, 23, 26] , 6.7165141898452765E-9
[872, 20, 29, 33, 23, 26] , 1.2416875608916148E-17
[872, 20, 29, 33, 23, 26] , 1.9255802406611695E-14
[873, 19, 29, 33, 23, 26] , 1.231504678965102E-6
[873, 19, 29, 33, 23, 26] , 2.769484080513702E-13
[873, 19, 29, 33, 23, 26] , 1.289003168872772E-8
[873, 19, 29, 33, 23, 26] , 4.5779359151458694E-15
[873, 19, 29, 33, 23, 26] , 3.050338596717692E-15
[873, 19, 29, 33, 23, 26] , 1.7186979399779374E-12
[873, 19, 29, 33, 23, 26] , 1.232335024512235E-10
[875, 18, 29, 33, 23, 25] , 3.451928211572709E-8
[875, 18, 29, 33, 23, 25] , 6.974513692548529E-11
[875, 18, 29, 33, 23, 25] , 9.50086332535995E-13
[876, 17, 29, 33, 23, 25] , 2.3720385845635897E-12
[876, 17, 29, 33, 23, 25] , 1.829298570948213E-7
[876, 17, 29, 33, 23, 25] , 9.122171398507539E-7
[876, 17, 29, 33, 23, 25] , 4.325678613539368E-11
[876, 17, 29, 33, 23, 25] , 1.4534594474622604E-15
[876, 17, 29, 33, 23, 25] , 9.122171398421884E-7
[876, 17, 29, 33, 23, 25] , 7.984319786227002E-13
[876, 17, 29, 33, 23, 25] , 1.0874751485588997E-11
[876, 17, 29, 33, 23, 25] , 1.0874751485552948E-11
[876, 17, 29, 33, 23, 25] , 6.974513691980632E-11
[876, 17, 29, 33, 23, 25] , 1.2315046789803058E-6
[876, 17, 29, 33, 23, 25] , 4.6843357121633154E-5
[876, 17, 29, 33, 23, 25] , 1.1766797311250047E-10
[876, 17, 29, 33, 23, 25] , 1.2890031687897008E-8
[876, 17, 29, 33, 23, 25] , 1.4463819900497064E-11
[876, 17, 29, 33, 23, 25] , 9.110622235669255E-14
[876, 17, 29, 33, 23, 25] , 6.719202749911959E-18
[877, 17, 29, 33, 22, 25] , 2.6714835849246744E-11
[877, 17, 29, 33, 22, 25] , 6.716514189792136E-9
[877, 17, 29, 33, 22, 25] , 9.947362802620425E-10
[877, 17, 29, 33, 22, 25] , 1.803959119768216E-7
[877, 17, 29, 33, 22, 25] , 3.81685844295186E-14
[877, 17, 29, 33, 22, 25] , 2.2052912333478585E-7
[877, 17, 29, 33, 22, 25] , 7.583876857907055E-16
[878, 17, 29, 32, 22, 25] , 2.477186398875855E-8
[878, 17, 29, 32, 22, 25] , 1.8039591197796814E-7
[878, 17, 29, 32, 22, 25] , 1.2315046789685672E-6
[878, 17, 29, 32, 22, 25] , 2.1085420311322798E-11
[878, 17, 29, 32, 22, 25] , 3.0600447851651654E-10
[878, 17, 29, 32, 22, 25] , 5.3674590828780025E-11
[878, 17, 29, 32, 22, 25] , 2.6714835849790296E-11
[878, 17, 29, 32, 22, 25] , 6.974513692006525E-11
[878, 17, 29, 32, 22, 25] , 4.349392811495933E-15
[878, 17, 29, 32, 22, 25] , 1.3199586609980162E-9
[878, 17, 29, 32, 22, 25] , 8.713060207544328E-10
[880, 17, 29, 32, 22, 23] , 1.0492398155825184E-10
[880, 17, 29, 32, 22, 23] , 1.829298570940993E-7
[882, 17, 29, 30, 22, 23] , 1.1766797311051102E-10
[882, 17, 29, 30, 22, 23] , 5.367459085136388E-11
[883, 17, 29, 30, 22, 22] , 3.2572718062022814E-6
[883, 17, 29, 30, 22, 22] , 1.6968585291347722E-15
